"","Source..A.","Source..B.","WC","Analytic","Clout","Authentic","Tone","WPS","Sixltr","Dic","function.","pronoun","ppron","i","we","you","shehe","they","ipron","article","prep","auxverb","adverb","conj","negate","verb","adj","compare","interrog","number","quant","affect","posemo","negemo","anx","anger","sad","social","family","friend","female","male","cogproc","insight","cause","discrep","tentat","certain","differ","percept","see","hear","feel","bio","body","health","sexual","ingest","drives","affiliation","achieve","power","reward","risk","focuspast","focuspresent","focusfuture","relativ","motion","space","time","work","leisure","home","money","relig","death","informal","swear","netspeak","assent","nonflu","filler","AllPunc","Period","Comma","Colon","SemiC","QMark","Exclam","Dash","Quote","Apostro","Parenth","OtherP"
"491","@Elepitts1997 @prof_brunt @weaponizedword1 @BlueLionBlog @nocompulsoryvac @toppediatrician @DescribeSWC @TonyBaduy @MilanovNina @RightWingBlack2 @doritmi @WendyOrent @Vbalance03 @ghoppe @xileenie @Joshua1_5 @thereal_truther @djt10 @GeoffSchuler @mcfunny @dkegel @jkellyca @viva__lala @rugbyrhino16 @regina1775 @chrisvcsefalvay @IntactCervix @ktibus @janem1276 @mmelgar09 @Just4TheCause @VeritasEver @openmitochondro @MilenarioxX @xXMilenarioXx @DavidLMayhew @lifebiomedguru @EmmaGPaley @DansMonkeyShack @Gardeniagal4 @t3tragrammat0n @LynnleeMavakay @fiski70 @maunablissed @Apotheosis1974 @Bibimunoz67 @Whats_The_Harm @ProAntiVaxxer @sarah_sxlxp @kenjaques Well, ya, I did just type that up. 😬 And this ⬇️ one, during #hpv #vaccine trial, hpv+ type 52 @ baseline, three yrs later abnormal Pap &amp; biopsy: hpv+ type 52 &amp; 16 - THE TYPE THE VACCINE IS SUPPOSED TO PROTECT AGAINST- the next month hpv 16 disappears? https://t.co/bm1qKjl3yb","Neutral",111,89.8,50,1,25.77,37,46.85,33.33,16.22,4.5,1.8,0.9,0,0.9,0,0,2.7,3.6,3.6,2.7,1.8,0.9,0,4.5,2.7,0.9,0,6.31,0,3.6,1.8,1.8,0,0.9,0,0.9,0,0,0,0,3.6,0,0,0.9,0.9,0.9,0.9,1.8,0.9,0.9,0,0.9,0,0.9,0,0,2.7,0,0,1.8,0,0.9,1.8,2.7,0,5.41,0,1.8,3.6,0.9,2.7,0.9,0,0,0,2.7,0,1.8,0,0.9,0,72.07,1.8,4.5,0.9,1.8,0.9,0,1.8,0,0,0,60.36
"492","@EmmaGPaley @steffieschiltz @thereal_truther @ThisMomHCN @eTweeetz @what_if_007 @LiamTheBrewer @HenningTveit @DUMPTRUMP7 @Plasticdoe @Boxmenot @ChrisJohnsonMD @Dr_dad_of_3 @BlagenLogin @Organic_Mumzy @and_kell @kenjaques @DrPaolini @jkellyca @ckjellmo @Vbalance03 @science_guy5 @regina1775 @badzoot7 @nicolasDenver @TinFoilAwards @LaLaRueFrench75 @VeritasDolor @markjarthur @semperTT @debnantz @Just4TheCause @itsmepanda1 @FreeBeeCee RT @jarue369 49 min ago 1. Zika virus was ""discovered"" in Broward County. This led to #CDC spray program that killed 3 million bees in 3 hours. The #CDC Team Leader for Zika containment, Dr #Cunningham went missing same day a new #Zika #vaccine was fast tracked by #FDA. #Qanon","Neutral",93,93.82,66.65,16.07,4.24,18.6,45.16,46.24,16.13,3.23,0,0,0,0,0,0,3.23,2.15,6.45,2.15,0,2.15,0,4.3,2.15,1.08,1.08,7.53,0,4.3,1.08,3.23,0,1.08,1.08,5.38,1.08,1.08,0,2.15,4.3,1.08,1.08,1.08,1.08,1.08,1.08,0,0,0,0,2.15,0,2.15,0,0,4.3,1.08,2.15,3.23,0,0,5.38,0,0,13.98,4.3,4.3,6.45,4.3,3.23,0,0,0,1.08,1.08,0,1.08,1.08,0,0,62.37,4.3,1.08,0,0,0,0,0,2.15,0,0,54.84
"493","@erikwilson1975 @jpsportsminer @amanda_pompili @djt10 @EmmaGPaley @Vbalance03 @Plasticdoe @Gattinov @seaglass34 @astrahlgems @cafe_health @ChrisJohnsonMD @StopVaxxedLies @jandtee @DansMonkeyShack @kidoctr @Takethatdoctors @BlueLionBlog @Rosewind2007 @Siubhan_H @Awithonelison @saluce65 @Just4TheCause @doritmi @Microbedoc2 @cantab_biker @GretchenScience @chrisvcsefalvay @xanthonejohn @TinFoilAwards @Brian_Kitchener @SueQuez @carlsmythe @EbolaJuggler @PharmaNemesis @sarah_sxlxp @openmitochondro @ShooguhLipz @1002Loola @regina1775 @and_McDowell @anoticingsenpa1 @badzoot7 @DavidOugh1 @what_if_007 @DarkestAngeL31 @janem1276 @mobilematt @LHMI2016org @skepticalraptor #tetanus #vaccine https://t.co/g0NYeXjpHc","Neutral",66,87.28,43.98,1,25.77,66,72.73,15.15,4.55,1.52,0,0,0,0,0,0,1.52,0,0,0,0,3.03,0,0,0,0,1.52,1.52,0,1.52,0,0,0,0,0,0,0,0,0,0,3.03,1.52,0,1.52,3.03,0,1.52,1.52,0,1.52,0,4.55,0,1.52,0,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55,1.52,0,0,0,1.52,0,1.52,0,0,0,96.97,1.52,0,0,0,0,0,0,0,0,0,95.45
"494","@erikwilson1975 @jpsportsminer @amanda_pompili @djt10 @EmmaGPaley @Vbalance03 @Plasticdoe @Gattinov @seaglass34 @astrahlgems @cafe_health @ChrisJohnsonMD @StopVaxxedLies @jandtee @DansMonkeyShack @kidoctr @Takethatdoctors @BlueLionBlog @Rosewind2007 @Siubhan_H @Awithonelison @saluce65 @Just4TheCause @doritmi @Microbedoc2 @cantab_biker @GretchenScience @chrisvcsefalvay @xanthonejohn @TinFoilAwards @Brian_Kitchener @SueQuez @carlsmythe @EbolaJuggler @PharmaNemesis @sarah_sxlxp @openmitochondro @ShooguhLipz @1002Loola @regina1775 @and_McDowell @anoticingsenpa1 @badzoot7 @DavidOugh1 @what_if_007 @DarkestAngeL31 @janem1276 @mobilematt @LHMI2016org @skepticalraptor #tetanus #vaccine https://t.co/g0NYeXjpHc","Neutral",66,87.28,43.98,1,25.77,66,72.73,15.15,4.55,1.52,0,0,0,0,0,0,1.52,0,0,0,0,3.03,0,0,0,0,1.52,1.52,0,1.52,0,0,0,0,0,0,0,0,0,0,3.03,1.52,0,1.52,3.03,0,1.52,1.52,0,1.52,0,4.55,0,1.52,0,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55,1.52,0,0,0,1.52,0,1.52,0,0,0,96.97,1.52,0,0,0,0,0,0,0,0,0,95.45
"495","@foxandfriends @Walgreens #PodestaEmails #FluShot
https://t.co/SUltloHvwo","Neutral",9,92.84,50,1,25.77,9,55.56,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,11.11,0,0,0,77.78,11.11,0,0,0,0,0,0,0,0,0,66.67
"496","@GayleSmith , CEO of the @ONECampaign at the @WorldHealthSmt advocating for timely #vaccine development „we need to be faster than those diseases otherwise there will be death“ #VaccinesWork https://t.co/Sz6YHQmyIt","Neutral",33,95.34,27.23,6.95,25.77,33,30.3,63.64,39.39,3.03,0,0,0,0,0,0,3.03,6.06,15.15,9.09,3.03,3.03,0,12.12,6.06,6.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,3.03,0,0,6.06,0,0,0,0,3.03,0,3.03,0,0,3.03,0,0,3.03,0,0,0,9.09,3.03,9.09,3.03,3.03,6.06,6.06,0,0,0,0,3.03,3.03,0,3.03,0,0,0,27.27,3.03,3.03,0,0,0,0,0,0,0,0,21.21
"497","@jarue369 @RyanMarino @kidoctr @_CWN @Momogarden81 @Just4TheCause @FreeBeeCee @Golfergirl2018 @Plasticdoe @_marymason @ThisMomHCN @itsmepanda1 @Vbalance03 @RustyPee4 @doritmi @Boxmenot @ChrisJohnsonMD @chrisvcsefalvay @KarmicTimes @PharmaNemesis @thereal_truther @Organic_Mumzy @what_if_007 @LiamTheBrewer @HenningTveit @Dr_dad_of_3 @BlagenLogin @kenjaques @ckjellmo @badzoot7 @markjarthur @NVICLoeDown @SharedNewsStory @DetroitJean Re: ^#VAERS &gt;Underreporting: One study estimated that 68% of cases of #vaccine-associated #polio [injuries] are reported to VAERS but only 4% of MMR-associated thrombocytopenia are reported.This variability in undereporting...[makes it difficult to correlate] rates of occurrence.","Neutral",82,91.57,45.16,1,25.77,82,56.1,39.02,20.73,4.88,0,0,0,0,0,0,4.88,0,9.76,2.44,1.22,2.44,0,3.66,1.22,0,1.22,6.1,0,2.44,1.22,1.22,0,0,0,1.22,1.22,0,0,1.22,7.32,1.22,1.22,1.22,2.44,1.22,2.44,0,0,0,0,2.44,1.22,2.44,0,0,2.44,0,0,1.22,0,1.22,0,3.66,0,1.22,0,1.22,0,6.1,1.22,0,0,0,0,0,0,0,0,0,0,78.05,6.1,0,2.44,1.22,0,0,2.44,0,0,0,65.85
"498","@mammaxine @rowley_dominic @IrishTimes Not sure “science” is what they were after. Here as well https://t.co/yGZTaZZhdP #hpv #vaccine #OneLess","Neutral",24,37.39,33.83,1.79,99,12,29.17,45.83,37.5,8.33,4.17,0,0,0,0,4.17,4.17,0,8.33,8.33,8.33,4.17,4.17,8.33,8.33,8.33,4.17,0,0,8.33,8.33,0,0,0,0,4.17,0,0,0,0,8.33,0,0,0,0,4.17,4.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.17,4.17,0,4.17,0,0,4.17,0,0,0,0,0,0,8.33,0,4.17,0,4.17,0,45.83,8.33,0,0,0,0,0,0,0,0,0,37.5
"499","@mimetic_ @prof_brunt @netpoette @carlsmythe @gemmaod1 @susanmsmith But for #hpv #vaccine ...","Neutral",11,92.84,18.16,2.4,25.77,11,54.55,27.27,18.18,0,0,0,0,0,0,0,0,0,9.09,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,9.09,0,0,9.09,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,118.18,27.27,0,0,0,0,0,0,0,0,0,90.91
"500","@netpoette @_MarieV_ @dag825 @NVICLoeDown Ya, it does. It’s the strangest vaccine, really. #hpv #vaccine https://t.co/fDhSOKhgv1","Neutral",20,51.43,69.14,1,1,6.67,30,40,30,15,5,0,0,5,0,0,10,5,0,5,5,0,0,5,5,5,0,0,0,5,0,5,0,0,0,5,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,75,15,10,0,0,0,0,0,0,0,0,50
"501","@nicolasDenver @BlueLionBlog @Siubhan_H @amanda_pompili @GasCanSquirrel @Plasticdoe @EmmaGPaley @Rosewind2007 @Boxmenot @GretchenScience @erikwilson1975 @seaglass34 @regina1775 @djt10 @Vbalance03 @Gattinov @astrahlgems @cafe_health @ChrisJohnsonMD @StopVaxxedLies @jandtee @DansMonkeyShack @kidoctr @Takethatdoctors @Awithonelison @saluce65 @Just4TheCause @doritmi @Microbedoc2 @jpsportsminer @cantab_biker @chrisvcsefalvay @xanthonejohn @TinFoilAwards @Brian_Kitchener @SueQuez @carlsmythe @EbolaJuggler @PharmaNemesis @sarah_sxlxp @openmitochondro @ShooguhLipz @1002Loola @and_McDowell @anoticingsenpa1 @badzoot7 @DavidOugh1 @what_if_007 @DarkestAngeL31 @janem1276 dTap &amp; #flushot are now given to pregnant women in America. https://t.co/0tj9V366Mh","Neutral",77,88.21,55.15,1,25.77,38.5,62.34,20.78,9.09,1.3,0,0,0,0,0,0,1.3,0,2.6,1.3,1.3,2.6,0,2.6,0,0,1.3,1.3,0,0,0,0,0,0,0,2.6,1.3,0,1.3,0,1.3,0,0,1.3,1.3,0,1.3,1.3,0,1.3,0,5.19,0,2.6,1.3,2.6,0,0,0,0,0,0,1.3,2.6,0,2.6,0,1.3,1.3,0,3.9,1.3,0,0,0,1.3,0,1.3,0,0,0,85.71,2.6,0,0,1.3,0,0,0,0,0,0,81.82
"502","@prof_brunt @BlueLionBlog @weaponizedword1 @nocompulsoryvac @toppediatrician @DescribeSWC @TonyBaduy @MilanovNina @RightWingBlack2 @doritmi @WendyOrent @Vbalance03 @ghoppe @xileenie @Joshua1_5 @thereal_truther @djt10 @GeoffSchuler @mcfunny @dkegel @jkellyca @viva__lala @rugbyrhino16 @regina1775 @chrisvcsefalvay @IntactCervix @ktibus @janem1276 @mmelgar09 @Just4TheCause @VeritasEver @openmitochondro @MilenarioxX @xXMilenarioXx @DavidLMayhew @lifebiomedguru @EmmaGPaley @DansMonkeyShack @Gardeniagal4 @t3tragrammat0n @LynnleeMavakay @fiski70 @maunablissed @Apotheosis1974 @Bibimunoz67 @Whats_The_Harm @ProAntiVaxxer @sarah_sxlxp @kenjaques @DrJenGunter #vaccine #provocateur","Neutral",59,91.03,50,1,6.73,59,76.27,16.95,3.39,1.69,0,0,0,0,0,0,1.69,1.69,0,1.69,0,0,0,1.69,0,0,0,1.69,0,5.08,1.69,3.39,0,1.69,0,0,0,0,0,0,1.69,0,0,0,0,1.69,0,1.69,0,1.69,0,0,0,0,0,0,1.69,0,0,1.69,0,0,0,1.69,0,1.69,0,1.69,0,1.69,5.08,1.69,0,0,0,0,0,0,0,0,0,101.69,0,0,0,0,0,0,0,0,0,0,101.69
"503","@prof_brunt @Elepitts1997 @weaponizedword1 @BlueLionBlog @nocompulsoryvac @toppediatrician @DescribeSWC @TonyBaduy @MilanovNina @RightWingBlack2 @doritmi @WendyOrent @Vbalance03 @ghoppe @xileenie @Joshua1_5 @thereal_truther @djt10 @GeoffSchuler @mcfunny @dkegel @jkellyca @viva__lala @rugbyrhino16 @regina1775 @chrisvcsefalvay @IntactCervix @ktibus @janem1276 @mmelgar09 @Just4TheCause @VeritasEver @openmitochondro @MilenarioxX @xXMilenarioXx @DavidLMayhew @lifebiomedguru @EmmaGPaley @DansMonkeyShack @Gardeniagal4 @t3tragrammat0n @LynnleeMavakay @fiski70 @maunablissed @Apotheosis1974 @Bibimunoz67 @Whats_The_Harm @ProAntiVaxxer @sarah_sxlxp @kenjaques Mmhmm. ”...asked if the placebo was offered the vaccine” “...unblinded in November...placebo group is receiving the vaccine now” #hpv #vaccine https://t.co/3MYIortfG3","Neutral",88,91.66,63.34,1,11.17,44,60.23,28.41,11.36,1.14,0,0,0,0,0,0,1.14,4.55,1.14,3.41,1.14,1.14,0,4.55,0,0,0,2.27,1.14,3.41,1.14,2.27,0,1.14,0,4.55,0,0,0,0,2.27,0,0,1.14,1.14,1.14,1.14,1.14,0,1.14,0,0,0,0,0,0,2.27,1.14,0,1.14,0,0,2.27,3.41,0,5.68,1.14,2.27,3.41,1.14,3.41,1.14,0,0,0,2.27,0,1.14,1.14,0,0,82.95,12.5,0,0,0,0,0,0,0,0,0,70.45
"504","@prof_brunt @toppediatrician @GretchenScience @BlueLionBlog @nocompulsoryvac @DescribeSWC @TonyBaduy @MilanovNina @RightWingBlack2 @doritmi @WendyOrent @Vbalance03 @ghoppe @xileenie @Joshua1_5 @thereal_truther @djt10 @GeoffSchuler @mcfunny @weaponizedword1 @dkegel @jkellyca @viva__lala @rugbyrhino16 @regina1775 @chrisvcsefalvay @IntactCervix @ktibus @janem1276 @mmelgar09 @Just4TheCause @VeritasEver @openmitochondro @MilenarioxX @xXMilenarioXx @DavidLMayhew @lifebiomedguru @EmmaGPaley @DansMonkeyShack @Gardeniagal4 @t3tragrammat0n @LynnleeMavakay @fiski70 @maunablissed @Apotheosis1974 @Bibimunoz67 @Whats_The_Harm @ProAntiVaxxer @sarah_sxlxp @kenjaques So I looked up vehicle, I realize I shouldn’t be looking up anything on the internets 🙄 however, is this ⬇️ what you’re talking about? How does this fit the #hpv #vaccine trials? https://t.co/b09Je8yljk","Neutral",98,69.74,45.92,3.63,12.3,32.67,54.08,36.73,22.45,9.18,4.08,3.06,0,1.02,0,0,5.1,3.06,4.08,4.08,4.08,3.06,0,8.16,0,0,2.04,1.02,0,3.06,1.02,2.04,0,1.02,0,2.04,0,0,0,0,5.1,1.02,1.02,0,1.02,1.02,1.02,3.06,2.04,1.02,0,0,0,0,0,0,3.06,0,0,3.06,0,0,1.02,5.1,0,5.1,0,5.1,0,1.02,3.06,1.02,0,0,0,1.02,0,1.02,0,0,0,68.37,1.02,2.04,0,0,2.04,0,0,0,0,0,63.27
"505","@prof_brunt @toppediatrician @nocompulsoryvac @weaponizedword1 @ProAntiVaxxer @TonyBaduy @MilanovNina @BlueLionBlog @VeritasEver @DescribeSWC @RightWingBlack2 @doritmi @WendyOrent @Vbalance03 @ghoppe @xileenie @Joshua1_5 @thereal_truther @GeoffSchuler @mcfunny @dkegel @viva__lala @rugbyrhino16 @regina1775 @chrisvcsefalvay @IntactCervix @ktibus @janem1276 @mmelgar09 @Just4TheCause @openmitochondro @MilenarioxX @xXMilenarioXx @DavidLMayhew @EmmaGPaley @DansMonkeyShack @t3tragrammat0n @fiski70 @maunablissed @Apotheosis1974 @Bibimunoz67 @Whats_The_Harm @sarah_sxlxp @kenjaques @DrJenGunter IIRC the CFR requires both 1) that the presence of adjuvant in a #vaccine formulation *must* be justified before submitting the IND application, and 2) that the very minimum amount necessary to achieve efficacy is used of every component of a formulation.","Neutral",94,96.13,50,1,11.87,94,56.38,39.36,22.34,3.19,0,0,0,0,0,0,3.19,7.45,6.38,4.26,1.06,1.06,0,6.38,2.13,1.06,0,3.19,3.19,3.19,1.06,2.13,0,1.06,0,0,0,0,0,0,6.38,1.06,2.13,1.06,0,4.26,0,0,0,0,0,0,0,0,0,0,3.19,0,1.06,2.13,1.06,0,1.06,3.19,0,4.26,0,3.19,1.06,4.26,1.06,0,0,0,0,0,0,0,0,0,0,63.83,1.06,1.06,0,0,0,0,0,0,0,2.13,59.57
"506","@prof_brunt @toppediatrician @WendyOrent @eileeniorio @doritmi @regina1775 @BlueLionBlog @DansMonkeyShack @GeoffSchuler @DescribeSWC @jkellyca @rugbyrhino16 @mcfunny @djt10 @chrisvcsefalvay @Joshua1_5 @thereal_truther @IntactCervix @RightWingBlack2 @weaponizedword1 @viva__lala @ktibus @janem1276 @mmelgar09 @Just4TheCause @VeritasEver @openmitochondro @ghoppe @MilenarioxX @xXMilenarioXx @DavidLMayhew @lifebiomedguru @EmmaGPaley @MilanovNina @Vbalance03 @Gardeniagal4 @t3tragrammat0n @LynnleeMavakay @fiski70 @maunablissed @Apotheosis1974 @Bibimunoz67 @Whats_The_Harm @ProAntiVaxxer @sarah_sxlxp @kenjaques @babyname_maven @Somemyrrh @PharmaNemesis @andre__levy I suppose if you knew this a day or so ago, you could’ve explained #hpv #vaccine trial placebo/vehicle = “statistically identify to saline” then? 🙄 I would’ve guessed aluminum not attached, or attached 2 _____?, would’v potentially caused ⬆️/all manner of SEs &amp; SAEs? #WDIK","Neutral",109,72.98,42.71,1.74,13.38,36.33,50.46,34.86,17.43,5.5,3.67,1.83,0,1.83,0,0,1.83,1.83,1.83,3.67,0.92,4.59,0.92,7.34,0,0,0,1.83,0.92,2.75,0.92,1.83,0,0.92,0,2.75,0,0,0,0,14.68,2.75,0.92,3.67,5.5,1.83,3.67,0.92,0,0.92,0,0,0,0,0,0,2.75,0,0.92,1.83,0,0,3.67,1.83,1.83,3.67,0,0.92,2.75,0.92,2.75,0.92,0,0,0,0,0,0,0,0,0,73.39,0,2.75,0,0.92,2.75,0,0,0,0,0,66.97
"507","@realDonaldTrump @FLOTUS #vaccine profiteer @DrPaulOffit announces Trumps son probably has #autism due to being in this 60s when he was born. 
https://t.co/r9r0cXFHp6 https://t.co/RAQ9Wp9kzv","Neutral",31,53.27,74.07,2.96,83.22,15.5,25.81,48.39,29.03,6.45,3.23,0,0,0,3.23,0,3.23,0,6.45,9.68,6.45,3.23,0,12.9,0,0,3.23,0,0,3.23,3.23,0,0,0,0,6.45,3.23,0,0,6.45,3.23,0,0,0,3.23,0,0,0,0,0,0,0,0,0,0,0,3.23,0,0,0,3.23,0,6.45,3.23,0,12.9,0,3.23,9.68,3.23,0,0,3.23,0,0,6.45,0,6.45,0,0,0,38.71,9.68,0,0,0,0,0,0,0,0,0,29.03
"508","@Rosewind2007 @CindyFarquharNZ Well, shouldn’t an update of a systematic review have included “an extensive search in pharmaceutical and registry data over several years”? They had the #hpv #vaccine trialists as authors, they searched Embase? 35k or 73,428? Published Oct 15, 2018, received Sept 4, 2018? https://t.co/4kifeVcL3D","Neutral",54,90.85,64.46,4.97,60.88,10.8,29.63,46.3,25.93,3.7,3.7,0,0,0,0,3.7,0,5.56,7.41,3.7,1.85,5.56,0,3.7,1.85,1.85,0,11.11,1.85,1.85,1.85,0,0,0,0,5.56,0,0,0,0,1.85,0,0,0,1.85,0,1.85,3.7,3.7,0,0,1.85,0,1.85,0,0,1.85,0,0,1.85,0,0,5.56,1.85,0,9.26,1.85,3.7,5.56,3.7,0,0,0,0,0,3.7,0,1.85,0,1.85,0,31.48,1.85,11.11,0,0,7.41,0,0,0,0,0,11.11
"509","@Rosewind2007 This #hpv #vaccine review? https://t.co/ITViEiTuUh","Neutral",10,77.33,50,1,25.77,5,30,30,10,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,10,0,0,0,70,10,0,0,0,10,0,0,0,0,0,50
"510","@TonyBaduy @prof_brunt @BlueLionBlog @nocompulsoryvac @toppediatrician @DescribeSWC @MilanovNina @RightWingBlack2 @doritmi @WendyOrent @Vbalance03 @ghoppe @xileenie @Joshua1_5 @thereal_truther @djt10 @GeoffSchuler @mcfunny @weaponizedword1 @dkegel @jkellyca @viva__lala @rugbyrhino16 @regina1775 @chrisvcsefalvay @IntactCervix @ktibus @janem1276 @mmelgar09 @Just4TheCause @VeritasEver @openmitochondro @MilenarioxX @xXMilenarioXx @DavidLMayhew @lifebiomedguru @EmmaGPaley @DansMonkeyShack @Gardeniagal4 @t3tragrammat0n @LynnleeMavakay @fiski70 @maunablissed @Apotheosis1974 @Bibimunoz67 @Whats_The_Harm @ProAntiVaxxer @sarah_sxlxp @kenjaques @DrJenGunter Talking about where the #hpv #vaccine doses were distributed. You don’t know. I don’t know. Stop wasting my time.","Neutral",78,84.3,55.09,3.7,9.85,19.5,60.26,29.49,11.54,5.13,3.85,2.56,0,1.28,0,0,1.28,2.56,1.28,2.56,2.56,0,0,6.41,0,0,1.28,1.28,0,3.85,1.28,2.56,0,1.28,0,2.56,0,0,0,0,3.85,2.56,0,0,0,1.28,0,1.28,0,1.28,0,1.28,0,1.28,0,0,2.56,0,0,1.28,0,1.28,1.28,3.85,0,5.13,0,2.56,2.56,1.28,3.85,1.28,0,0,0,0,0,0,0,0,0,82.05,5.13,0,0,0,0,0,0,0,0,0,76.92
"511","@TonyBaduy @RightWingBlack2 @weaponizedword1 @ghoppe @ockinger @MilanovNina @Elepitts1997 @prof_brunt @BlueLionBlog @nocompulsoryvac @toppediatrician @DescribeSWC @doritmi @WendyOrent @Vbalance03 @xileenie @Joshua1_5 @thereal_truther @djt10 @GeoffSchuler @mcfunny @dkegel @jkellyca @viva__lala @rugbyrhino16 @regina1775 @chrisvcsefalvay @IntactCervix @ktibus @janem1276 @mmelgar09 @Just4TheCause @VeritasEver @openmitochondro @MilenarioxX @xXMilenarioXx @DavidLMayhew @lifebiomedguru @EmmaGPaley @DansMonkeyShack @Gardeniagal4 @t3tragrammat0n @LynnleeMavakay @fiski70 @maunablissed @Apotheosis1974 @Bibimunoz67 @Whats_The_Harm @ProAntiVaxxer @sarah_sxlxp “Highly trained FDA scientists and clinicians” consider 6mos of follow-up after last #vaccine dose to be sufficient to study safety, along w/routine post-market #experimentation on unsuspecting public? Muhaha 🙄 https://t.co/lYVEgbMAhZ","Neutral",94,96.13,54.25,1.9,25.77,47,57.45,34.04,11.7,1.06,0,0,0,0,0,0,1.06,1.06,7.45,2.13,0,1.06,0,4.26,1.06,1.06,0,1.06,0,4.26,2.13,2.13,0,1.06,0,1.06,0,0,0,0,2.13,1.06,0,0,0,1.06,0,1.06,0,1.06,0,2.13,0,2.13,0,0,3.19,0,0,2.13,0,1.06,0,4.26,0,7.45,1.06,3.19,2.13,4.26,3.19,1.06,1.06,0,0,2.13,0,2.13,0,0,0,71.28,1.06,1.06,0,0,1.06,0,2.13,0,0,0,65.96
"512","@TonyBaduy @RightWingBlack2 @weaponizedword1 @ghoppe @ockinger @MilanovNina @Elepitts1997 @prof_brunt @BlueLionBlog @nocompulsoryvac @toppediatrician @DescribeSWC @doritmi @WendyOrent @Vbalance03 @xileenie @Joshua1_5 @thereal_truther @djt10 @GeoffSchuler @mcfunny @dkegel @jkellyca @viva__lala @rugbyrhino16 @regina1775 @chrisvcsefalvay @IntactCervix @ktibus @janem1276 @mmelgar09 @Just4TheCause @VeritasEver @openmitochondro @MilenarioxX @xXMilenarioXx @DavidLMayhew @lifebiomedguru @EmmaGPaley @DansMonkeyShack @Gardeniagal4 @t3tragrammat0n @LynnleeMavakay @fiski70 @maunablissed @Apotheosis1974 @Bibimunoz67 @Whats_The_Harm @ProAntiVaxxer @sarah_sxlxp If #FDA shows who they are, I should believe them, no? #hpv #vaccine https://t.co/A0gWyag1MR","Neutral",75,72.8,50,1,9.41,37.5,61.33,28,13.33,6.67,4,1.33,0,0,0,2.67,2.67,1.33,0,4,0,1.33,1.33,5.33,0,0,1.33,1.33,0,4,1.33,2.67,0,1.33,0,4,0,0,0,0,5.33,1.33,0,2.67,1.33,1.33,1.33,2.67,1.33,1.33,0,0,0,0,0,0,1.33,0,0,1.33,0,0,0,4,0,1.33,0,1.33,0,1.33,4,1.33,0,0,0,1.33,0,1.33,0,0,0,89.33,1.33,2.67,0,0,1.33,0,0,0,0,0,84
"513","@TonyBaduy @RightWingBlack2 @weaponizedword1 @ghoppe @ockinger @MilanovNina @Elepitts1997 @prof_brunt @BlueLionBlog @nocompulsoryvac @toppediatrician @DescribeSWC @doritmi @WendyOrent @Vbalance03 @xileenie @Joshua1_5 @thereal_truther @djt10 @GeoffSchuler @mcfunny @dkegel @jkellyca @viva__lala @rugbyrhino16 @regina1775 @chrisvcsefalvay @IntactCervix @ktibus @janem1276 @mmelgar09 @Just4TheCause @VeritasEver @openmitochondro @MilenarioxX @xXMilenarioXx @DavidLMayhew @lifebiomedguru @EmmaGPaley @DansMonkeyShack @Gardeniagal4 @t3tragrammat0n @LynnleeMavakay @fiski70 @maunablissed @Apotheosis1974 @Bibimunoz67 @Whats_The_Harm @ProAntiVaxxer @sarah_sxlxp Wasn’t the issue abt #aluminum in #deodorant due to #aluminumlake? Yet, safe to put in oral #adenovirus #vaccine? Makes sense 🙄","Neutral",79,96.58,50,2.18,25.77,26.33,60.76,27.85,11.39,1.27,0,0,0,0,0,0,1.27,2.53,6.33,1.27,1.27,0,0,3.8,1.27,0,0,1.27,0,5.06,2.53,2.53,0,1.27,0,0,0,0,0,0,3.8,1.27,1.27,0,0,1.27,0,2.53,0,1.27,0,0,0,0,0,0,2.53,0,0,1.27,0,1.27,0,2.53,0,7.59,1.27,3.8,2.53,1.27,3.8,1.27,0,0,0,1.27,0,1.27,0,0,0,83.54,0,1.27,0,0,2.53,0,0,0,0,0,79.75
